datetime,meas AH 1:CMP MEAS BOX 1 (g/m3),meas AH 2:CMP MEAS BOX 2 (g/m3),meas CO2:CMP (ppm),meas HD:CMP (g/m3),meas RH:CMP (%),meas grh temp:CMP (°C),radiation sum:WEATHER RAD SENS (J/cm²),radiation:WEATHER RAD SENS (W/m²),공급ec,공급ph,공급량,배액ec,배액ph,배액량,공급횟수,1회공급량,배액율
2021-09-27 00:00:00,14.6,14.6,436.89,0.7,95.89,17.9,1506.0,0.0,2.8,5.5,1480.0,4.866666666666666,6.0,2466.6666666666665,17.0,87.05882352941177,0.2777777777777777
2021-09-27 00:05:00,14.69,14.6,442.36,0.61,96.0,17.9,1506.0,0.0,,,,,,,,,
2021-09-27 00:10:00,14.61,14.6,443.0,0.69,96.0,17.9,1506.0,0.0,,,,,,,,,
2021-09-27 00:15:00,14.6,14.6,443.89,0.7,96.0,17.9,1506.0,0.0,,,,,,,,,
2021-09-27 00:20:00,14.6,14.6,449.36,0.61,96.0,17.81,1506.0,0.0,,,,,,,,,
2021-09-27 00:25:00,14.51,14.6,450.0,0.6,96.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 00:30:00,14.5,14.6,455.36,0.6,96.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 00:35:00,14.5,14.51,456.0,0.6,96.0,17.71,1506.0,0.0,,,,,,,,,
2021-09-27 00:40:00,14.5,14.5,456.0,0.6,96.0,17.7,1506.0,0.0,,,,,,,,,
2021-09-27 00:45:00,14.5,14.5,456.89,0.6,96.0,17.7,1506.0,0.0,,,,,,,,,
2021-09-27 00:50:00,14.5,14.5,462.36,0.6,96.0,17.7,1506.0,0.0,,,,,,,,,
2021-09-27 00:55:00,14.5,14.5,463.0,0.6,96.0,17.61,1506.0,0.0,,,,,,,,,
2021-09-27 01:00:00,14.41,14.41,468.36,0.6,96.0,17.6,1506.0,0.0,,,,,,,,,
2021-09-27 01:05:00,14.4,14.4,474.36,0.6,96.0,17.6,1506.0,0.0,,,,,,,,,
2021-09-27 01:10:00,14.4,14.4,469.64,0.6,96.0,17.6,1506.0,0.0,,,,,,,,,
2021-09-27 01:15:00,14.4,14.4,474.36,0.6,96.0,17.6,1506.0,0.89,,,,,,,,,
2021-09-27 01:20:00,14.49,14.49,475.0,0.6,96.0,17.69,1506.0,1.0,,,,,,,,,
2021-09-27 01:25:00,14.5,14.5,481.25,0.6,96.0,17.7,1506.0,1.0,,,,,,,,,
2021-09-27 01:30:00,14.5,14.5,482.0,0.6,96.0,17.7,1506.0,1.0,,,,,,,,,
2021-09-27 01:35:00,14.5,14.5,482.89,0.6,96.0,17.7,1506.0,1.0,,,,,,,,,
2021-09-27 01:40:00,14.41,14.5,488.36,0.6,96.0,17.7,1506.0,1.0,,,,,,,,,
2021-09-27 01:45:00,14.4,14.5,483.64,0.51,96.0,17.61,1506.0,0.11,,,,,,,,,
2021-09-27 01:50:00,14.4,14.5,488.36,0.59,96.0,17.6,1506.0,0.0,,,,,,,,,
2021-09-27 01:55:00,14.4,14.5,489.89,0.6,96.0,17.6,1506.0,0.0,,,,,,,,,
2021-09-27 02:00:00,14.4,14.5,490.0,0.6,96.0,17.6,1506.0,0.0,,,,,,,,,
2021-09-27 02:05:00,14.49,14.5,494.46,0.6,96.0,17.69,1506.0,0.0,,,,,,,,,
2021-09-27 02:10:00,14.5,14.5,495.89,0.6,96.0,17.7,1506.0,0.0,,,,,,,,,
2021-09-27 02:15:00,14.59,14.59,496.0,0.6,96.0,17.79,1506.0,0.0,,,,,,,,,
2021-09-27 02:20:00,14.6,14.6,501.32,0.51,96.0,17.71,1506.0,0.0,,,,,,,,,
2021-09-27 02:25:00,14.51,14.6,502.0,0.59,96.0,17.7,1506.0,0.0,,,,,,,,,
2021-09-27 02:30:00,14.59,14.69,502.0,0.51,96.89,17.79,1506.0,0.0,,,,,,,,,
2021-09-27 02:35:00,14.6,14.7,502.89,0.5,97.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 02:40:00,14.6,14.7,508.32,0.5,97.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 02:45:00,14.6,14.7,509.89,0.5,97.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 02:50:00,14.69,14.79,509.11,0.5,97.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 02:55:00,14.7,14.71,509.89,0.5,97.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 03:00:00,14.7,14.7,510.0,0.5,97.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 03:05:00,14.7,14.79,510.0,0.5,97.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 03:10:00,14.7,14.8,515.32,0.41,97.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 03:15:00,14.7,14.71,521.32,0.4,97.0,17.71,1506.0,0.0,,,,,,,,,
2021-09-27 03:20:00,14.7,14.7,517.57,0.4,97.0,17.7,1506.0,0.0,,,,,,,,,
2021-09-27 03:25:00,14.7,14.7,521.43,0.49,97.0,17.79,1506.0,0.0,,,,,,,,,
2021-09-27 03:30:00,14.61,14.7,522.0,0.5,97.0,17.71,1506.0,0.0,,,,,,,,,
2021-09-27 03:35:00,14.69,14.7,522.0,0.41,97.0,17.7,1506.0,0.0,,,,,,,,,
2021-09-27 03:40:00,14.7,14.7,522.89,0.49,97.0,17.79,1506.0,0.0,,,,,,,,,
2021-09-27 03:45:00,14.7,14.7,523.0,0.5,97.0,17.71,1506.0,0.0,,,,,,,,,
2021-09-27 03:50:00,14.7,14.7,528.32,0.41,97.0,17.7,1506.0,0.0,,,,,,,,,
2021-09-27 03:55:00,14.7,14.7,523.68,0.4,97.0,17.7,1506.0,0.0,,,,,,,,,
2021-09-27 04:00:00,14.7,14.7,528.32,0.49,97.0,17.7,1506.0,0.0,,,,,,,,,
2021-09-27 04:05:00,14.7,14.7,529.0,0.41,97.0,17.7,1506.0,0.0,,,,,,,,,
2021-09-27 04:10:00,14.7,14.7,535.21,0.4,97.0,17.79,1506.0,0.0,,,,,,,,,
2021-09-27 04:15:00,14.7,14.7,536.0,0.4,97.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 04:20:00,14.7,14.7,536.0,0.4,97.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 04:25:00,14.7,14.7,536.89,0.49,97.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 04:30:00,14.7,14.7,542.32,0.41,97.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 04:35:00,14.7,14.7,543.0,0.4,97.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 04:40:00,14.7,14.79,543.0,0.4,97.0,17.71,1506.0,0.0,,,,,,,,,
2021-09-27 04:45:00,14.79,14.71,543.0,0.4,97.0,17.79,1506.0,0.0,,,,,,,,,
2021-09-27 04:50:00,14.8,14.79,543.88,0.4,97.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 04:55:00,14.8,14.8,544.0,0.4,97.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 05:00:00,14.8,14.8,549.28,0.4,97.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 05:05:00,14.8,14.8,550.0,0.4,97.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 05:10:00,14.8,14.8,550.0,0.4,97.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 05:15:00,14.8,14.8,550.0,0.4,97.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 05:20:00,14.8,14.8,550.0,0.4,97.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 05:25:00,14.8,14.8,555.28,0.4,97.88,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 05:30:00,14.8,14.89,551.6,0.4,98.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 05:35:00,14.8,14.9,555.4,0.31,98.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 05:40:00,14.8,14.9,556.0,0.39,98.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 05:45:00,14.8,14.81,556.0,0.31,98.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 05:50:00,14.8,14.8,556.88,0.39,98.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 05:55:00,14.8,14.8,557.0,0.4,98.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 06:00:00,14.89,14.89,562.28,0.4,98.0,17.8,1506.0,0.0,,,,,,,,,
2021-09-27 06:05:00,14.99,14.9,563.0,0.49,97.12,18.06,1506.0,0.0,,,,,,,,,
2021-09-27 06:10:00,15.09,14.99,563.88,0.59,96.12,18.28,1506.0,0.0,,,,,,,,,
2021-09-27 06:15:00,15.1,15.18,564.0,0.69,95.12,18.48,1506.0,0.0,,,,,,,,,
2021-09-27 06:20:00,15.19,15.29,563.12,0.88,95.0,18.68,1506.0,0.0,,,,,,,,,
2021-09-27 06:25:00,15.2,15.39,563.0,0.81,95.0,18.79,1506.0,0.88,,,,,,,,,
2021-09-27 06:30:00,15.2,15.4,563.88,0.89,94.12,18.89,180.72,2.76,,,,,,,,,
2021-09-27 06:35:00,15.2,15.49,564.0,0.9,94.0,18.9,0.0,3.88,,,,,,,,,
2021-09-27 06:40:00,15.2,15.59,563.12,0.9,94.88,18.9,0.0,7.52,,,,,,,,,
2021-09-27 06:45:00,15.29,15.6,569.16,0.81,95.0,18.99,0.0,10.64,,,,,,,,,
2021-09-27 06:50:00,15.39,15.69,563.84,0.8,95.0,19.0,0.88,14.52,,,,,,,,,
2021-09-27 06:55:00,15.49,15.79,569.16,0.8,95.0,19.09,1.88,21.16,,,,,,,,,
2021-09-27 07:00:00,15.5,15.8,564.72,0.8,95.0,19.19,2.88,29.92,,,,,,,,,
2021-09-27 07:05:00,15.59,15.89,557.84,0.8,95.0,19.29,3.88,37.16,,,,,,,,,
2021-09-27 07:10:00,15.78,15.99,545.56,0.8,95.0,19.39,4.88,43.28,,,,,,,,,
2021-09-27 07:15:00,15.62,15.82,520.24,0.98,94.12,19.31,6.76,52.8,,,,,,,,,
2021-09-27 07:20:00,15.6,15.71,493.24,1.0,94.0,19.39,8.76,64.56,,,,,,,,,
2021-09-27 07:25:00,15.6,15.61,471.52,1.09,93.12,19.4,10.76,64.24,,,,,,,,,
2021-09-27 07:30:00,15.42,15.51,447.0,1.1,93.0,19.31,12.76,61.36,,,,,,,,,
2021-09-27 07:35:00,15.31,15.41,425.52,1.19,93.0,19.3,14.76,71.56,,,,,,,,,
2021-09-27 07:40:00,15.21,15.14,410.68,1.38,92.12,19.21,17.64,80.04,,,,,,,,,
2021-09-27 07:45:00,15.2,15.01,392.39,1.49,91.13,19.2,20.62,86.25,,,,,,,,,
2021-09-27 07:50:00,15.11,15.0,377.77,1.5,91.0,19.29,23.62,93.99,,,,,,,,,
2021-09-27 07:55:00,15.1,14.91,369.85,1.59,90.12,19.3,26.64,104.67,,,,,,,,,
2021-09-27 08:00:00,15.19,14.99,363.75,1.69,90.0,19.39,29.62,112.12,,,,,,,,,
2021-09-27 08:05:00,15.29,14.91,350.77,1.7,90.0,19.49,33.49,121.73,,,,,,,,,
2021-09-27 08:10:00,15.39,14.99,349.0,1.79,90.0,19.67,37.49,130.86,,,,,,,,,
2021-09-27 08:15:00,15.49,14.65,342.89,1.89,89.13,19.61,41.49,134.62,,,,,,,,,
2021-09-27 08:20:00,15.5,14.51,335.89,1.9,89.0,19.69,46.37,145.48,,,,,,,,,
2021-09-27 08:25:00,15.41,14.59,335.0,2.07,88.13,19.7,51.37,160.1,,,,,,,,,
2021-09-27 08:30:00,15.4,14.51,335.0,2.19,87.13,19.79,56.37,175.1,,,,,,,,,
2021-09-27 08:35:00,15.23,14.59,334.13,2.29,87.0,19.89,63.11,197.09,,,,,,,,,
2021-09-27 08:40:00,15.11,14.6,334.0,2.39,86.13,19.99,69.24,209.61,,,,,,,,,
2021-09-27 08:45:00,14.84,14.43,328.76,2.57,85.13,19.91,76.11,211.87,,,,,,,,,
2021-09-27 08:50:00,14.8,14.4,328.87,2.69,85.0,19.99,83.11,226.85,,,,,,,,,
2021-09-27 08:55:00,14.89,14.31,329.0,2.79,84.13,20.09,90.99,252.58,,,,,,,,,
2021-09-27 09:00:00,14.9,14.3,329.0,2.97,83.13,20.27,99.86,277.83,,,,,,,,,
2021-09-27 09:05:00,14.9,14.47,370.05,3.17,82.13,20.56,108.86,295.85,,,,,,,,,
2021-09-27 09:10:00,14.99,14.94,362.9,3.29,82.0,20.95,117.86,304.99,,,,,,,,,
2021-09-27 09:15:00,14.83,15.09,344.41,3.39,82.0,21.0,127.73,326.09,,,,,,,,,
2021-09-27 09:20:00,14.54,14.66,348.11,3.92,78.51,21.17,142.1,418.95,,,,,,,,,
2021-09-27 09:25:00,14.85,14.69,361.23,4.44,77.13,21.81,157.97,525.45,,,,,,,,,
2021-09-27 09:30:00,15.07,15.14,350.77,5.29,74.38,22.86,179.21,644.67,,,,,,,,,
2021-09-27 09:35:00,14.93,15.55,354.21,5.75,72.26,23.35,199.35,660.87,,,,,,,,,
2021-09-27 09:40:00,15.07,15.43,349.77,5.36,73.74,23.05,214.21,532.74,,,,,,,,,
2021-09-27 09:45:00,16.5,16.1,354.24,4.95,76.62,23.52,226.48,445.88,,,,,,,,,
2021-09-27 09:50:00,15.74,15.59,355.0,5.25,75.25,23.25,237.61,413.29,,,,,,,,,
2021-09-27 09:55:00,14.73,14.89,349.76,5.21,74.13,22.5,250.35,407.38,,,,,,,,,
2021-09-27 10:00:00,14.6,14.89,359.48,4.94,74.87,22.23,263.35,433.2,,,,,,,,,
2021-09-27 10:05:00,14.77,14.73,355.76,5.07,74.13,22.37,277.23,442.24,,,,,,,,,
2021-09-27 10:10:00,14.63,14.79,355.0,5.01,74.87,22.31,291.23,463.96,,,,,,,,,
2021-09-27 10:15:00,14.77,15.59,349.76,4.91,75.87,22.56,306.1,486.21,,,,,,,,,
2021-09-27 10:20:00,15.15,15.35,349.0,5.42,74.25,23.12,328.09,637.47,,,,,,,,,
2021-09-27 10:25:00,15.55,15.91,349.0,6.2,72.25,24.16,351.96,734.11,,,,,,,,,
2021-09-27 10:30:00,15.51,16.35,361.23,6.21,72.0,24.3,368.97,607.01,,,,,,,,,
2021-09-27 10:35:00,15.33,15.61,344.66,6.11,72.0,23.78,384.1,537.22,,,,,,,,,
2021-09-27 10:40:00,15.82,15.85,360.22,5.84,72.87,23.96,399.88,523.93,,,,,,,,,
2021-09-27 10:45:00,15.81,15.81,356.93,5.63,73.87,23.74,415.0,502.2,,,,,,,,,
2021-09-27 10:50:00,15.28,15.54,360.33,5.6,73.13,23.35,430.0,500.73,,,,,,,,,
2021-09-27 10:55:00,15.11,14.98,361.0,5.69,73.0,23.13,442.4,449.0,,,,,,,,,
2021-09-27 11:00:00,14.84,15.59,379.2,5.09,74.73,22.75,455.27,428.87,,,,,,,,,
2021-09-27 11:05:00,15.41,15.27,353.4,5.52,73.27,23.22,474.33,582.13,,,,,,,,,
2021-09-27 11:10:00,15.33,16.24,361.13,5.86,73.0,23.91,497.8,711.73,,,,,,,,,
2021-09-27 11:15:00,15.56,16.14,350.87,6.51,71.27,24.43,522.67,795.6,,,,,,,,,
2021-09-27 11:20:00,15.77,16.01,349.0,6.69,70.13,24.67,546.8,807.73,,,,,,,,,
2021-09-27 11:25:00,15.8,16.0,349.0,6.96,69.13,24.87,571.67,821.87,,,,,,,,,
2021-09-27 11:30:00,15.71,16.26,354.2,7.26,69.0,25.16,595.8,811.0,,,,,,,,,
2021-09-27 11:35:00,15.35,16.82,355.87,6.78,70.73,24.85,614.6,646.93,,,,,,,,,
2021-09-27 11:40:00,14.95,15.95,366.4,6.44,70.13,24.11,630.0,563.07,,,,,,,,,
2021-09-27 11:45:00,15.16,15.54,357.6,6.31,70.87,23.91,645.0,509.8,,,,,,,,,
2021-09-27 11:50:00,15.11,15.85,349.93,5.78,72.73,23.55,656.53,419.8,,,,,,,,,
2021-09-27 11:55:00,15.79,15.47,383.67,5.7,73.0,23.67,671.0,506.67,,,,,,,,,
2021-09-27 12:00:00,16.16,16.09,360.4,6.48,71.27,24.65,698.13,763.8,,,,,,,,,
2021-09-27 12:05:00,15.42,15.85,356.0,6.34,71.0,24.11,714.13,577.4,,,,,,,,,
2021-09-27 12:10:00,16.69,15.71,385.47,6.73,71.0,24.87,736.8,698.13,,,,,,,,,
2021-09-27 12:15:00,18.46,17.35,383.93,6.45,73.6,25.95,755.6,611.07,,,,,,,,,
2021-09-27 12:20:00,17.66,17.43,353.53,6.4,73.13,25.67,774.47,639.93,,,,,,,,,
2021-09-27 12:25:00,17.07,17.49,384.53,6.57,72.13,25.6,791.73,589.8,,,,,,,,,
2021-09-27 12:30:00,16.39,16.46,354.47,7.64,68.53,25.77,817.4,767.33,,,,,,,,,
2021-09-27 12:35:00,16.82,16.56,354.2,7.89,68.0,26.15,844.4,858.4,,,,,,,,,
2021-09-27 12:40:00,16.29,15.91,361.93,7.03,69.73,25.07,858.4,574.2,,,,,,,,,
2021-09-27 12:45:00,18.28,16.84,356.07,6.64,72.6,25.85,881.67,715.33,,,,,,,,,
2021-09-27 12:50:00,19.03,17.78,361.93,7.81,70.4,27.3,905.8,762.2,,,,,,,,,
2021-09-27 12:55:00,17.89,16.61,363.0,7.57,70.0,26.29,926.22,734.87,,,,,,,,,
2021-09-27 13:00:00,19.33,16.74,344.94,7.76,70.0,26.96,951.36,800.52,,,,,,,,,
2021-09-27 13:05:00,19.34,17.4,360.06,7.71,70.86,27.19,974.78,805.98,,,,,,,,,
2021-09-27 13:10:00,18.44,16.98,363.0,8.13,68.42,27.03,1000.36,829.94,,,,,,,,,
2021-09-27 13:15:00,18.39,16.73,368.16,8.03,68.86,26.91,1023.78,794.44,,,,,,,,,
2021-09-27 13:20:00,19.6,17.47,357.82,7.57,70.72,27.24,1049.36,819.82,,,,,,,,,
2021-09-27 13:25:00,20.14,17.86,362.02,7.5,71.86,27.47,1075.36,849.08,,,,,,,,,
2021-09-27 13:30:00,20.46,18.16,350.96,7.76,71.14,27.84,1101.36,854.72,,,,,,,,,
2021-09-27 13:35:00,20.33,18.37,365.34,8.32,70.14,28.33,1127.36,873.06,,,,,,,,,
2021-09-27 13:40:00,19.78,17.28,357.68,7.97,70.0,27.54,1153.36,855.36,,,,,,,,,
2021-09-27 13:45:00,19.79,16.76,419.64,6.44,73.44,26.28,1163.02,490.8,,,,,,,,,
2021-09-27 13:50:00,21.78,18.33,430.0,5.34,79.16,26.79,1176.9,525.74,,,,,,,,,
2021-09-27 13:55:00,20.29,19.89,366.36,7.95,72.26,28.53,1197.92,657.1,,,,,,,,,
2021-09-27 14:00:00,18.62,19.41,349.98,7.8,71.0,27.77,1218.2,671.7,,,,,,,,,
2021-09-27 14:05:00,20.21,20.25,336.96,7.27,73.58,28.2,1236.48,640.9,,,,,,,,,
2021-09-27 14:10:00,20.5,19.28,334.14,8.32,70.56,28.64,1260.5,751.24,,,,,,,,,
2021-09-27 14:15:00,20.59,18.41,328.84,7.9,70.86,28.18,1288.94,880.94,,,,,,,,,
2021-09-27 14:20:00,20.77,17.78,328.86,7.8,71.0,27.93,1311.92,784.62,,,,,,,,,
2021-09-27 14:25:00,21.75,17.87,329.0,7.28,72.72,27.9,1329.62,670.54,,,,,,,,,
2021-09-27 14:30:00,21.64,17.81,316.96,7.8,71.28,28.16,1350.06,673.92,,,,,,,,,
2021-09-27 14:35:00,22.46,18.83,320.16,7.47,73.58,28.63,1368.48,627.98,,,,,,,,,
2021-09-27 14:40:00,21.05,18.83,327.88,8.0,71.42,28.44,1384.76,561.52,,,,,,,,,
2021-09-27 14:45:00,20.37,18.28,333.3,6.72,74.44,27.2,1393.88,395.48,,,,,,,,,
2021-09-27 14:50:00,20.9,18.2,334.86,5.73,77.58,26.66,1402.74,326.14,,,,,,,,,
2021-09-27 14:55:00,19.8,18.54,334.14,5.43,78.0,26.17,1412.6,338.78,,,,,,,,,
2021-09-27 15:00:00,19.51,18.0,334.0,6.0,75.42,26.27,1426.9,428.0,,,,,,,,,
2021-09-27 15:05:00,18.82,17.9,334.0,6.53,74.15,26.39,1440.11,448.83,,,,,,,,,
2021-09-27 15:10:00,18.02,17.13,334.85,6.86,72.29,26.06,1453.95,451.71,,,,,,,,,
2021-09-27 15:15:00,18.67,16.49,335.0,6.73,72.0,25.91,1466.24,430.67,,,,,,,,,
2021-09-27 15:20:00,19.48,17.25,334.15,6.19,74.56,26.07,1476.53,374.95,,,,,,,,,
2021-09-27 15:25:00,19.17,17.66,339.97,5.84,75.85,25.93,1485.68,328.45,,,,,,,,,
2021-09-27 15:30:00,18.5,16.85,335.88,5.89,75.15,25.39,1494.68,310.91,,,,,,,,,
2021-09-27 15:35:00,17.97,16.19,340.12,5.9,74.15,24.96,1504.53,309.0,,,,,,,,,
2021-09-27 15:40:00,17.99,15.76,335.88,5.73,74.0,24.64,1512.83,285.96,,,,,,,,,
2021-09-27 15:45:00,17.74,15.87,335.0,5.53,74.85,24.43,1519.97,264.93,,,,,,,,,
2021-09-27 15:50:00,17.44,16.16,340.12,5.33,75.85,24.31,1527.83,253.47,,,,,,,,,
2021-09-27 15:55:00,17.4,16.46,341.0,5.04,76.85,24.13,1534.12,223.84,,,,,,,,,
2021-09-27 16:00:00,17.91,16.16,341.0,4.91,77.85,24.1,1538.41,182.31,,,,,,,,,
2021-09-27 16:05:00,17.74,16.61,335.88,4.64,78.85,24.01,1542.41,152.96,,,,,,,,,
2021-09-27 16:10:00,18.04,16.96,335.0,4.34,79.85,24.0,1547.27,149.85,,,,,,,,,
2021-09-27 16:15:00,18.27,17.26,335.0,4.13,80.85,24.17,1551.41,135.49,,,,,,,,,
2021-09-27 16:20:00,18.3,17.39,335.0,4.01,81.85,24.11,1554.56,115.08,,,,,,,,,
2021-09-27 16:25:00,18.3,17.49,335.0,3.74,82.85,23.93,1556.71,99.2,,,,,,,,,
2021-09-27 16:30:00,18.9,17.67,329.88,3.19,85.56,23.81,1559.56,85.91,,,,,,,,,
2021-09-27 16:35:00,19.6,18.13,333.27,2.67,87.71,23.8,1561.71,81.44,,,,,,,,,
2021-09-27 16:40:00,19.96,19.05,323.76,2.34,89.71,24.06,1564.56,98.92,,,,,,,,,
2021-09-27 16:45:00,19.4,19.2,322.0,2.73,87.44,24.19,1568.41,117.36,,,,,,,,,
2021-09-27 16:50:00,19.81,19.11,327.12,2.97,87.0,24.46,1574.12,166.93,,,,,,,,,
2021-09-27 16:55:00,19.99,19.36,322.88,3.26,86.15,24.84,1580.97,193.77,,,,,,,,,
2021-09-27 17:00:00,19.83,19.66,322.0,3.47,85.15,25.16,1587.97,206.39,,,,,,,,,
2021-09-27 17:05:00,19.2,19.1,332.24,3.76,83.29,24.94,1593.27,183.25,,,,,,,,,
2021-09-27 17:10:00,18.51,18.32,334.0,3.8,83.0,24.39,1595.7,124.75,,,,,,,,,
2021-09-27 17:15:00,17.81,18.12,334.85,3.29,84.69,23.62,1596.85,71.82,,,,,,,,,
2021-09-27 17:20:00,18.21,17.68,335.0,2.78,86.69,23.16,1598.69,51.3,,,,,,,,,
2021-09-27 17:25:00,18.89,18.11,334.15,2.19,89.54,23.1,1599.85,51.54,,,,,,,,,
2021-09-27 17:30:00,18.92,18.03,334.0,2.27,89.15,23.1,1601.69,51.15,,,,,,,,,
2021-09-27 17:35:00,18.14,17.58,334.85,2.55,87.31,22.85,1602.85,44.23,,,,,,,,,
2021-09-27 17:40:00,16.81,16.74,346.01,2.85,85.31,22.21,1603.85,35.38,,,,,,,,,
2021-09-27 17:45:00,15.84,15.92,348.0,2.98,84.15,21.51,1604.85,29.77,,,,,,,,,
2021-09-27 17:50:00,15.02,15.21,348.0,3.17,83.15,20.89,1605.0,26.46,,,,,,,,,
2021-09-27 17:55:00,14.31,14.34,348.0,3.37,81.31,20.38,1605.85,21.77,,,,,,,,,
2021-09-27 18:00:00,14.03,14.28,348.0,3.23,81.85,20.13,1606.0,15.92,,,,,,,,,
2021-09-27 18:05:00,13.83,14.05,342.92,3.2,81.15,19.85,1606.85,12.46,,,,,,,,,
2021-09-27 18:10:00,13.63,13.83,347.08,3.28,81.0,19.72,1607.0,8.61,,,,,,,,,
2021-09-27 18:15:00,13.52,13.8,348.0,3.38,80.15,19.7,1607.0,4.61,,,,,,,,,
2021-09-27 18:20:00,13.42,13.8,348.85,3.23,80.85,19.53,1607.0,2.31,,,,,,,,,
2021-09-27 18:25:00,13.4,13.63,343.07,3.12,81.0,19.33,1607.0,1.15,,,,,,,,,
2021-09-27 18:30:00,13.32,13.52,342.0,3.02,81.85,19.13,1607.0,0.15,,,,,,,,,
2021-09-27 18:35:00,13.3,13.5,342.0,2.92,82.0,18.93,1607.0,0.0,,,,,,,,,
2021-09-27 18:40:00,13.3,13.5,341.15,2.82,82.0,18.9,1607.0,0.0,,,,,,,,,
2021-09-27 18:45:00,13.22,13.42,341.85,2.88,82.0,18.9,1607.0,0.0,,,,,,,,,
2021-09-27 18:50:00,13.2,13.4,347.08,2.9,82.0,18.9,1607.0,0.0,,,,,,,,,
2021-09-27 18:55:00,13.2,13.4,348.0,2.82,82.85,18.73,1607.0,0.0,,,,,,,,,
2021-09-27 19:00:00,13.12,13.4,348.0,2.63,83.0,18.62,1607.0,0.0,,,,,,,,,
2021-09-27 19:05:00,13.1,13.32,348.0,2.68,83.0,18.6,1607.0,0.0,,,,,,,,,
2021-09-27 19:10:00,13.1,13.38,348.0,2.7,83.0,18.6,1607.0,0.0,,,,,,,,,
2021-09-27 19:15:00,13.1,13.32,348.0,2.62,83.0,18.52,1607.0,0.0,,,,,,,,,
2021-09-27 19:20:00,13.1,13.13,348.0,2.68,83.0,18.5,1607.0,0.0,,,,,,,,,
2021-09-27 19:25:00,13.18,13.18,348.84,2.7,83.0,18.5,1607.0,0.0,,,,,,,,,
2021-09-27 19:30:00,13.2,13.2,349.0,2.7,83.0,18.5,1607.0,0.0,,,,,,,,,
2021-09-27 19:35:00,13.2,13.28,349.0,2.7,83.0,18.58,1607.0,0.0,,,,,,,,,
2021-09-27 19:40:00,13.12,13.22,349.0,2.7,83.0,18.52,1607.0,0.0,,,,,,,,,
2021-09-27 19:45:00,13.1,13.12,348.16,2.87,82.16,18.58,1607.0,0.0,,,,,,,,,
2021-09-27 19:50:00,13.1,13.1,348.0,2.82,82.0,18.6,1607.0,0.0,,,,,,,,,
2021-09-27 19:55:00,13.1,13.1,348.0,2.88,82.0,18.68,1607.0,0.0,,,,,,,,,
2021-09-27 20:00:00,13.02,13.1,348.0,2.98,81.16,18.7,1607.0,0.0,,,,,,,,,
2021-09-27 20:05:00,13.0,13.1,348.0,2.92,81.84,18.62,1607.0,0.0,,,,,,,,,
2021-09-27 20:10:00,13.0,12.93,348.0,2.9,82.0,18.6,1607.0,0.0,,,,,,,,,
2021-09-27 20:15:00,12.92,12.9,348.0,2.98,81.16,18.52,1607.0,0.0,,,,,,,,,
2021-09-27 20:20:00,12.9,12.82,348.0,3.0,81.0,18.5,1607.0,0.0,,,,,,,,,
2021-09-27 20:25:00,13.15,12.97,348.0,2.83,81.84,18.58,1607.0,0.0,,,,,,,,,
2021-09-27 20:30:00,13.28,13.0,353.88,2.72,82.84,18.52,1607.0,0.0,,,,,,,,,
2021-09-27 20:35:00,13.38,13.08,355.0,2.62,83.0,18.5,1607.0,0.0,,,,,,,,,
2021-09-27 20:40:00,13.4,13.1,355.0,2.6,83.84,18.5,1607.0,0.0,,,,,,,,,
2021-09-27 20:45:00,13.48,13.18,355.0,2.52,84.0,18.5,1607.0,0.0,,,,,,,,,
2021-09-27 20:50:00,13.5,13.12,355.0,2.5,84.0,18.5,1607.0,0.0,,,,,,,,,
